group_id,user_id
404,106829
405,22691
405,91960
406,18801
406,30737
407,22953
407,71153
408,14819
408,31568
408,145699
409,71188
409,187614
410,2128
410,40967
411,11047
411,193951
412,97256
412,167603
413,107864
413,187742
414,53192
414,108897
415,19468
415,20839
416,8577
416,53463
417,107428
417,161468
418,124630
418,155779
419,72097
419,145838
420,102923
420,138931
421,9495
421,18332
422,91197
422,107519
423,76299
423,123246
423,185268
424,30904
424,121459
425,20542
425,50466
426,27708
426,28378
426,97057
427,172276
427,199857
428,33602
428,77561
428,80199
429,101348
429,119526
430,109121
430,168194
431,94463
431,98213
431,188872
432,80577
432,88029
432,108105
433,19779
433,190502
434,191187
434,200503
435,7232
435,32528
435,112587
436,32445
436,35736
436,144593
437,483
437,104087
438,110632
438,150251
438,154910
439,97061
439,191455
440,63139
440,96749
441,5820
441,101565
441,191982
442,57253
442,70888
443,52628
443,174591
444,81226
444,143513
445,1148
445,122651
446,77530
446,98016
447,37740
447,57970
448,13816
448,23553
449,37927
449,62449
449,99084
450,87
450,39402
451,5148
451,46585
452,4684
452,141143
453,102734
453,102777
454,74009
454,102372
455,21964
455,30414
456,60929
456,151381
457,52013
457,193190
458,48279
458,106038
459,9721
459,21416
460,138936
460,151192
461,5932
461,45498
462,94767
462,168391
463,16614
463,112426
464,158958
464,189550
465,10224
465,37474
465,186152
466,53342
466,179461
467,5621
467,145933
468,12772
468,37517
469,49885
469,172251
470,118640
470,175045
471,78534
471,159807
472,9231
472,49116
473,46025
473,153536
474,34185
474,34802
474,74716
475,30235
475,193009
476,99570
476,142601
477,77514
477,177668
478,60822
478,190747
479,45866
479,165405
480,32614
480,125628
481,189325
481,197368
482,67946
482,146559
483,30698
483,70458
484,46847
484,64480
484,75127
485,86122
485,190539
486,50464
486,72682
487,4487
487,35449
488,66439
488,176563
489,74500
489,107125
489,192203
490,21011
490,105955
491,28683
491,99257
491,123696
492,108015
492,132724
493,59606
493,183030
493,198515
494,38080
494,154138
494,193937
495,3349
495,36160
496,23542
496,129914
496,191216
497,20333
497,45713
498,34527
498,174071
499,95247
499,178143
500,63183
500,76407
501,49635
501,77922
502,76664
502,85428
503,83431
503,117045
504,8077
504,145996
505,130227
505,192108
506,10070
506,35779
507,72919
507,84023
508,116133
508,133978
508,163771
509,113907
509,161688
510,123348
510,138078
510,174566
511,39183
511,80908
512,23668
512,159789
513,145826
513,170726
514,3352
514,11513
515,94582
515,197369
516,9688
516,26841
517,6424
517,143308
517,175978
518,50029
518,195794
519,54475
519,149839
520,21349
520,119150
521,10877
521,90542
522,13011
522,168822
523,37363
523,182919
524,52138
524,69014
524,159100
525,113320
525,124344
526,41105
526,49892
527,73782
527,120406
527,198467
528,27085
528,163027
528,169478
529,58136
529,192427
530,71420
530,102040
530,146252
531,40383
531,82472
532,88809
532,159688
532,188622
533,36098
533,189816
534,163046
534,193997
535,38905
535,191965
536,53297
536,155748
537,77056
537,78839
538,117934
538,181680
539,25890
539,137481
540,44043
540,193617
541,91077
541,171028
542,128043
542,192211
543,73733
543,118139
544,20463
544,178185
545,61928
545,108055
546,40365
546,138293
547,103291
547,147681
548,106675
548,141935
549,121882
549,192816
550,78205
550,79550
550,118650
551,121783
551,136158
552,89602
552,123822
553,182111
553,189956
554,101676
554,193455
555,14592
555,148879
556,41086
556,149060
557,10172
557,180203
558,19597
558,155551
559,2421
559,37466
559,98493
559,190819
560,57254
560,187214
561,19586
561,35910
561,134088
562,119091
562,194838
563,6027
563,135197
564,27811
564,183658
565,112185
565,128048
566,34097
566,199327
567,88636
567,121127
568,16204
568,91131
568,111473
568,181897
569,115202
569,147952
570,100690
570,142956
570,178783
571,113898
571,185119
572,75564
572,146974
572,190458
573,35197
573,101559
574,31171
574,88572
575,40578
575,134640
576,36821
576,180244
577,78120
577,185312
577,191204
578,175036
578,176508
579,55972
579,192984
580,37990
580,54231
581,8909
581,174871
582,135058
582,154640
583,132176
583,189482
584,20612
584,56110
584,134965
584,147123
585,128405
585,187031
585,188718
586,85311
586,152235
587,66526
587,162342
588,102165
588,102174
589,58796
589,182628
590,110677
590,189781
591,95126
591,111419
592,76644
592,88962
593,26731
593,199160
594,71384
594,165377
595,68310
595,97897
596,63850
596,172806
597,45257
597,188694
598,107503
598,184994
599,94153
599,113896
600,21108
600,150870
601,14768
601,43704
602,39397
602,129750
603,23861
603,167534
604,17917
604,134456
604,186641
605,60375
605,88650
606,19784
606,126217
607,7957
607,172842
608,25266
608,34420
608,90567
608,98914
609,163595
609,173773
610,14254
610,56000
611,53369
611,128400
612,30719
612,95860
613,140060
613,160698
614,111638
614,186260
615,49455
615,149598
616,166894
616,166927
617,117572
617,125942
617,172693
618,33558
618,145659
619,85461
619,138165
620,92575
620,110804
621,6887
621,75462
622,110243
622,136692
623,92920
623,95288
624,141678
624,178505
625,21367
625,153713
626,56369
626,94336
627,100187
627,154051
628,140030
628,182165
629,91443
629,148177
629,194218
630,2557
630,33965
631,111975
631,176069
632,11821
632,149055
633,103857
633,108796
634,148269
634,179610
635,56167
635,147296
635,199148
636,19213
636,186539
637,150569
637,152207
638,11461
638,181295
639,78484
639,154947
640,10373
640,158213
641,65161
641,121553
642,117679
642,161526
643,65045
643,149077
644,45370
644,128015
645,86721
645,184758
646,100554
646,174754
647,152961
647,171223
648,17997
648,32090
649,130937
649,176149
650,8505
650,13223
651,16071
651,47877
651,53604
651,89806
652,50106
652,137113
653,46804
653,61556
653,168759
654,166030
654,171427
655,28786
655,84699
656,93601
656,177753
657,36903
657,142064
658,132151
658,181184
659,25084
659,87713
660,50930
660,154047
660,157094
661,6704
661,33404
662,98110
662,125727
663,81113
663,95328
663,188632
664,80613
664,94733
665,116824
665,187727
666,37213
666,149447
667,30040
667,149450
668,63876
668,73397
669,20750
669,165516
670,137481
670,146383
671,109870
671,169820
672,47774
672,142221
673,79735
673,105108
674,74082
674,200916
675,47528
675,103346
676,143761
676,166578
677,22248
677,83479
678,38519
678,190809
679,56024
679,68014
679,108421
680,108025
680,171554
681,42721
681,119824
682,39263
682,99045
683,12419
683,195817
684,130840
684,179330
685,83030
685,107762
686,17270
686,23745
687,117740
687,144782
688,49090
688,91015
689,12903
689,84589
690,95445
690,166973
691,18222
691,36880
692,135162
692,172344
693,54779
693,55491
694,7931
694,83603
695,52534
695,154650
696,12124
696,140303
697,17948
697,166464
698,56211
698,112027
699,107726
699,180549
700,110867
700,120941
701,25678
701,39825
702,6466
702,58179
703,127152
703,160187
704,47603
704,120341
705,3541
705,43898
706,21916
706,35997
706,113503
706,174898
707,124620
707,159477
708,44248
708,99407
709,75915
709,97369
710,33455
710,120808
711,32325
711,161636
712,28004
712,81282
712,84076
713,133357
713,187378
714,34403
714,46032
715,90088
715,165669
716,159267
716,195208
717,30162
717,32501
718,41365
718,42489
719,112785
719,124789
720,21778
720,68652
720,142276
721,98234
721,165647
721,185170
722,69534
722,96789
723,61757
723,96754
724,58405
724,118187
724,118189
725,124789
725,143817
726,64231
726,162805
727,87600
727,164638
727,172356
728,10871
728,41024
728,178524
729,6264
729,23077
729,118115
730,50014
730,78935
731,126637
731,200936
732,13953
732,126789
733,73841
733,141591
734,35041
734,130586
735,76557
735,99649
735,163735
736,79964
736,82663
737,2055
737,115449
738,10651
738,66736
738,140690
739,1232
739,186689
740,120848
740,197351
741,144503
741,148209
742,140855
742,196093
743,104431
743,114754
743,138534
744,100013
744,110296
745,30908
745,179569
746,67148
746,192664
747,188044
747,192491
748,68418
748,196166
749,35938
749,157623
750,158070
750,175839
751,5821
751,75765
752,14020
752,166325
752,197648
753,10256
753,76704
754,62572
754,148878
755,59475
755,185242
756,117635
756,128373
757,40420
757,152572
758,115342
758,123883
758,192544
759,39154
759,66145
760,177345
760,193214
761,70558
761,167862
762,34640
762,86790
763,90911
763,115590
764,15854
764,130498
765,91699
765,143255
766,46203
766,80088
767,8616
767,37238
768,55308
768,123216
768,125293
768,173949
769,130751
769,170440
770,673
770,23219
770,109262
771,30063
771,167984
772,55546
772,91956
772,187707
773,11816
773,98318
774,57114
774,102375
774,120470
775,105679
775,155910
776,91397
776,124645
777,84547
777,131785
778,81371
778,158852
779,10054
779,75887
779,197411
780,14896
780,36910
781,89940
781,169944
782,71783
782,175239
782,196588
783,5105
783,80572
784,39719
784,50211
784,104944
785,58258
785,193392
786,98631
786,165694
787,99906
787,116837
788,30068
788,158906
789,76975
789,80900
790,22292
790,40716
791,16320
791,62683
792,95765
792,146642
793,164870
793,181336
794,113660
794,172429
795,40949
795,164004
796,15188
796,101013
796,195501
797,94756
797,98182
797,133878
798,103832
798,188236
799,14024
799,22265
799,185217
800,37094
800,99751
801,154406
801,181858
802,10484
802,92690
802,181059
803,38659
803,101838
803,158493
804,32256
804,92982
805,49665
805,181692
806,9421
806,134166
807,115059
807,186033
808,121294
808,181063
809,77748
809,87244
810,449
810,115752
811,52525
811,86131
812,178294
812,185550
813,62548
813,171262
813,189013
814,132293
814,148821
814,193837
815,74949
815,86288
816,6356
816,150736
817,63509
817,159377
818,20084
818,116664
818,178147
819,68636
819,186009
820,129354
820,177221
821,118967
821,182314
822,4428
822,110748
822,178382
823,12186
823,64885
824,101439
824,159527
825,54333
825,173231
826,84340
826,107546
826,173948
827,132122
827,186704
828,93774
828,149232
828,170367
829,115938
829,178417
829,191546
830,44860
830,156768
831,87852
831,99041
831,120310
832,142872
832,188609
833,176621
833,199693
834,4720
834,163354
835,44771
835,131203
836,54659
836,95199
836,106320
836,195004
837,75686
837,167495
838,72277
838,124862
839,37555
839,88863
839,161591
840,18246
840,129664
841,34312
841,71391
842,20654
842,30020
843,3532
843,108523
844,28493
844,99297
845,26495
845,142853
846,60410
846,92563
846,167795
847,66594
847,85658
847,160425
848,34880
848,82596
849,94377
849,138681
850,60778
850,175041
851,109318
851,138676
852,74583
852,160072
853,28828
853,163513
854,40808
854,60043
855,8285
855,149610
856,86205
856,162990
857,17591
857,97778
858,110240
858,189708
859,46355
859,112138
860,112033
860,170867
861,56027
861,184518
862,18581
862,117194
863,13580
863,68988
864,79703
864,107175
865,55174
865,88952
866,103302
866,162379
867,134726
867,187019
868,90164
868,137430
868,196160
869,15453
869,54429
870,56859
870,61681
871,88547
871,119261
872,64060
872,93447
873,52127
873,90923
874,123599
874,199410
875,58668
875,64683
876,14697
876,82446
877,22143
877,60742
878,1804
878,106771
879,89652
879,169889
880,157661
880,161090
881,36038
881,46112
882,42095
882,177525
883,25266
883,133596
884,165925
884,180985
885,79473
885,118848
886,19530
886,102835
887,31011
887,159244
888,57660
888,146988
889,9093
889,144938
889,173090
890,65816
890,88318
891,89595
891,93074
891,132827
892,83712
892,105085
893,96307
893,161463
894,41061
894,142219
895,83439
895,112892
896,44478
896,87232
897,152634
897,169864
898,104882
898,106865
898,195823
899,104412
899,144419
900,51572
900,63696
900,137137
901,136236
901,173361
902,17135
902,117384
903,19977
903,92653
903,154456
904,82809
904,109216
905,85297
905,140596
906,87381
906,103379
907,11306
907,150794
907,177117
908,44800
908,187750
909,175050
909,183492
910,60928
910,109441
911,72771
911,79497
912,52446
912,81995
913,101792
913,175999
914,8175
914,46018
915,81065
915,141352
916,153787
916,186701
917,31779
917,86370
918,9988
918,68458
919,102200
919,178710
920,49693
920,138319
921,16328
921,165034
922,20033
922,30975
923,113827
923,163807
924,72154
924,167155
925,104099
925,163822
926,87156
926,92051
927,127788
927,153784
928,31451
928,85582
928,106814
929,22223
929,104952
929,144069
930,56684
930,103388
931,10996
931,23703
931,49491
932,61712
932,149253
933,83281
933,162384
934,104466
934,189782
935,30170
935,102191
935,130226
936,137659
936,159248
936,197606
937,105946
937,129923
938,71936
938,169412
939,85139
939,163305
939,198591
940,98572
940,170064
941,90926
941,159230
942,124795
942,154271
943,88791
943,189855
944,25295
944,33595
945,61748
945,128786
946,12973
946,21564
947,29871
947,139591
948,19826
948,114824
949,93090
949,161377
950,21933
950,125490
950,126661
951,22142
951,130077
952,117346
952,119770
952,126166
953,52549
953,146458
954,31765
954,147121
955,96334
955,167436
956,67037
956,184918
957,58897
957,119585
958,7196
958,146255
958,151800
958,189822
959,112421
959,153438
960,69912
960,197648
961,33332
961,67704
962,20268
962,152483
963,84537
963,185338
964,135688
964,142776
964,143667
965,21570
965,37412
966,25600
966,35504
966,191590
967,79467
967,125448
967,160375
968,112208
968,166647
969,15341
969,43206
970,64128
970,160854
970,180403
971,121152
971,163261
972,17858
972,75714
973,48408
973,93749
974,21974
974,168975
975,88284
975,137154
976,47033
976,140551
977,85607
977,143525
978,59508
978,186814
979,24621
979,50582
979,79657
980,174888
980,188570
981,94130
981,167436
982,117697
982,135174
983,5832
983,154511
984,80270
984,168703
985,16304
985,73877
986,374
986,36711
987,68639
987,139447
988,58809
988,98795
989,49438
989,122762
990,45817
990,132684
991,3366
991,17291
992,41677
992,54564
993,82819
993,116319
994,35555
994,132704
995,133440
995,166143
996,129887
996,174659
997,108818
997,197030
998,155864
998,163313
999,55180
999,116745
999,129579
1000,42214
1000,143432
