group_id,movie_id,rating,timestamp,split
155,454,0,1996-06-14 18:55:42,train
657,150,1,1996-06-28 07:38:36,train
657,592,1,1996-06-28 07:38:36,train
657,590,0,1996-06-28 07:38:36,train
657,349,1,1996-06-28 07:38:54,train
657,588,1,1996-06-28 07:38:54,train
657,153,0,1996-06-28 07:38:54,train
657,165,0,1996-06-28 07:38:54,train
657,318,1,1996-06-28 07:39:12,train
657,595,0,1996-06-28 07:39:12,train
657,161,1,1996-06-28 07:39:30,train
657,10,1,1996-06-28 07:39:40,train
657,253,1,1996-06-28 07:39:40,train
657,110,1,1996-06-28 07:39:56,train
657,39,0,1996-06-28 07:40:24,train
657,266,1,1996-06-28 07:40:35,train
657,95,0,1996-06-28 07:43:17,train
94,380,1,1996-07-07 19:27:26,train
94,590,1,1996-07-07 19:27:26,train
94,296,0,1996-07-07 19:27:26,train
94,165,0,1996-07-07 19:28:22,train
94,349,0,1996-07-07 19:28:24,train
94,344,0,1996-07-07 19:28:25,train
94,316,0,1996-07-07 19:28:47,train
94,318,1,1996-07-07 19:28:48,train
94,593,1,1996-07-07 19:29:55,train
94,161,1,1996-07-07 19:30:02,train
94,457,1,1996-07-07 19:31:09,train
94,185,0,1996-07-07 19:31:09,train
94,410,0,1996-07-07 19:32:00,train
94,110,1,1996-07-07 19:32:04,train
38,592,0,1996-07-13 14:52:52,train
38,296,1,1996-07-13 14:52:56,train
38,153,1,1996-07-13 14:54:19,train
38,165,0,1996-07-13 14:54:20,train
38,10,0,1996-07-13 14:55:29,train
38,253,0,1996-07-13 14:55:29,train
38,47,1,1996-07-13 14:56:00,train
38,480,0,1996-07-13 14:56:37,train
38,19,0,1996-07-13 14:56:38,train
38,364,0,1996-07-13 14:56:38,train
38,367,1,1996-07-13 14:56:56,train
38,420,0,1996-07-13 14:56:56,train
38,440,0,1996-07-13 14:58:52,train
38,377,0,1996-07-13 14:58:54,train
38,586,0,1996-07-13 15:00:39,train
38,442,0,1996-07-13 17:54:32,train
38,485,1,1996-07-13 18:00:36,train
38,370,0,1996-07-13 18:02:47,train
38,466,1,1996-07-13 18:03:08,train
110,300,0,1996-07-18 07:58:22,train
110,454,0,1996-07-18 07:58:46,train
110,480,0,1996-07-18 07:58:46,train
110,356,0,1996-07-18 07:58:46,train
110,364,0,1996-07-18 07:59:18,train
110,32,0,1996-07-18 08:00:02,train
110,539,0,1996-07-18 08:00:45,train
110,587,0,1996-07-18 08:00:45,train
110,350,0,1996-07-18 08:01:03,train
110,597,0,1996-07-18 08:01:03,train
110,337,1,1996-07-18 08:01:24,train
110,357,0,1996-07-18 08:01:24,train
110,235,0,1996-07-18 08:03:22,train
110,474,0,1996-07-18 08:04:33,train
110,555,0,1996-07-18 08:04:33,train
110,25,1,1996-07-18 08:05:03,train
110,194,1,1996-07-18 08:10:45,train
110,534,0,1996-07-18 08:11:17,train
110,296,0,1996-07-18 08:38:21,train
110,380,0,1996-07-18 08:38:21,train
110,590,0,1996-07-18 08:38:21,train
110,592,0,1996-07-18 08:38:21,train
110,153,0,1996-07-18 08:38:38,train
110,344,0,1996-07-18 08:38:38,train
856,296,0,1996-07-18 18:30:13,train
856,592,0,1996-07-18 18:30:13,train
856,344,1,1996-07-18 18:30:41,train
856,153,0,1996-07-18 18:30:42,train
856,231,0,1996-07-18 18:31:09,train
856,329,0,1996-07-18 18:31:09,train
856,161,1,1996-07-18 18:31:23,train
856,253,0,1996-07-18 18:31:48,train
856,364,1,1996-07-18 18:32:23,train
856,480,0,1996-07-18 18:32:23,train
856,19,0,1996-07-18 18:33:05,train
856,367,0,1996-07-18 18:33:05,train
856,589,0,1996-07-18 18:33:28,train
856,432,0,1996-07-18 18:33:45,train
856,500,0,1996-07-18 18:34:05,train
856,539,0,1996-07-18 18:34:25,train
856,587,0,1996-07-18 18:34:25,train
856,597,0,1996-07-18 18:35:59,train
856,17,0,1996-07-18 18:37:13,train
856,158,1,1996-07-18 18:37:51,train
856,256,0,1996-07-18 18:37:51,train
856,353,1,1996-07-18 18:38:28,train
856,355,0,1996-07-18 18:41:03,train
856,370,0,1996-07-18 18:41:54,train
856,466,0,1996-07-18 18:42:10,train
856,520,0,1996-07-18 18:42:10,train
856,327,1,1996-07-18 18:43:19,train
856,427,0,1996-07-18 18:44:22,train
856,533,1,1996-07-18 18:48:43,train
856,783,0,1996-07-18 18:52:42,train
954,150,1,1996-07-19 13:00:37,train
954,344,0,1996-07-19 13:01:02,train
954,588,0,1996-07-19 13:01:02,train
954,595,0,1996-07-19 13:01:16,train
954,457,1,1996-07-19 13:01:40,train
954,356,0,1996-07-19 13:02:13,train
954,34,0,1996-07-19 13:02:34,train
954,364,0,1996-07-19 13:02:34,train
954,480,0,1996-07-19 13:02:34,train
954,377,0,1996-07-19 13:03:44,train
954,500,0,1996-07-19 13:04:01,train
954,587,1,1996-07-19 13:04:21,train
954,357,0,1996-07-19 13:04:47,train
954,597,0,1996-07-19 13:04:47,train
710,296,0,1996-08-05 16:08:13,train
710,344,0,1996-08-05 16:08:13,train
710,21,0,1996-08-05 16:09:32,train
710,39,1,1996-08-05 16:09:46,train
710,586,0,1996-08-05 16:09:46,train
710,357,1,1996-08-05 16:10:22,train
710,539,1,1996-08-05 16:10:22,train
710,592,0,1996-08-05 16:12:17,train
710,153,0,1996-08-05 16:12:18,train
710,590,0,1996-08-05 16:12:18,train
710,349,0,1996-08-05 16:12:36,train
710,595,0,1996-08-05 16:12:36,train
710,318,1,1996-08-05 16:12:50,train
710,457,1,1996-08-05 16:12:50,train
710,593,1,1996-08-05 16:12:50,train
710,161,1,1996-08-05 16:13:06,train
710,292,0,1996-08-05 16:13:06,train
710,10,1,1996-08-05 16:13:24,train
710,185,0,1996-08-05 16:13:24,train
710,300,1,1996-08-05 16:13:43,train
710,356,0,1996-08-05 16:13:43,train
710,454,1,1996-08-05 16:16:34,train
710,377,0,1996-08-05 16:17:08,train
710,225,0,1996-08-05 16:17:08,train
710,589,0,1996-08-05 16:17:08,train
710,597,0,1996-08-05 16:18:24,train
710,587,0,1996-08-05 16:18:25,train
710,252,1,1996-08-05 16:20:20,train
710,348,1,1996-08-05 16:41:27,train
710,466,0,1996-08-05 16:41:27,train
85,590,0,1996-08-08 07:31:19,train
85,296,0,1996-08-08 07:31:19,train
85,592,0,1996-08-08 07:31:19,train
85,588,1,1996-08-08 07:32:00,train
85,153,0,1996-08-08 07:32:00,train
85,349,0,1996-08-08 07:32:00,train
85,344,0,1996-08-08 07:32:00,train
85,593,0,1996-08-08 07:32:23,train
85,457,0,1996-08-08 07:33:00,train
85,185,0,1996-08-08 07:33:26,train
85,480,0,1996-08-08 07:33:53,train
85,364,1,1996-08-08 07:34:31,train
85,454,0,1996-08-08 07:34:31,train
862,150,0,1996-08-13 04:19:02,train
862,590,0,1996-08-13 04:19:02,train
862,349,1,1996-08-13 04:19:34,train
862,593,1,1996-08-13 04:20:55,train
862,185,0,1996-08-13 04:48:03,train
862,457,1,1996-08-13 04:56:26,train
862,454,0,1996-08-13 04:56:26,train
862,350,1,1996-08-13 04:59:41,train
862,356,1,1996-08-13 05:01:59,train
862,110,0,1996-08-13 05:01:59,train
862,480,0,1996-08-13 05:01:59,train
862,500,0,1996-08-13 05:03:26,train
862,586,0,1996-08-13 05:03:58,train
862,539,0,1996-08-13 05:04:52,train
862,597,0,1996-08-13 05:04:52,train
862,357,0,1996-08-13 05:09:02,train
862,440,0,1996-08-13 05:17:19,train
862,509,1,1996-08-13 05:18:49,train
862,186,0,1996-08-13 05:19:42,train
550,296,1,1996-08-20 18:22:01,train
550,380,0,1996-08-20 18:22:01,train
550,592,0,1996-08-20 18:22:01,train
550,150,0,1996-08-20 18:22:01,train
550,165,0,1996-08-20 18:22:24,train
550,349,0,1996-08-20 18:22:24,train
550,153,0,1996-08-20 18:22:25,train
550,344,0,1996-08-20 18:22:25,train
550,316,0,1996-08-20 18:22:38,train
550,161,1,1996-08-20 18:22:53,train
550,253,0,1996-08-20 18:23:06,train
550,288,0,1996-08-20 18:23:24,train
550,410,0,1996-08-20 18:23:35,train
550,47,0,1996-08-20 18:23:35,train
157,150,0,1996-08-23 22:24:26,train
157,592,0,1996-08-23 22:24:26,train
157,296,1,1996-08-23 22:24:27,train
157,356,1,1996-08-23 22:26:41,train
157,208,0,1996-08-23 22:26:41,train
157,339,0,1996-08-23 22:26:41,train
157,480,1,1996-08-23 22:27:05,train
157,110,0,1996-08-23 22:27:05,train
157,364,0,1996-08-23 22:27:34,train
157,410,0,1996-08-23 22:27:34,train
157,586,0,1996-08-23 22:29:22,train
157,527,1,1996-08-23 22:30:08,train
157,357,0,1996-08-23 22:30:36,train
157,282,0,1996-08-23 22:31:09,train
157,17,0,1996-08-23 22:32:09,train
157,141,0,1996-08-23 22:33:44,train
157,62,0,1996-08-23 22:36:15,train
157,36,0,1996-08-23 22:37:21,train
157,594,0,1996-08-23 22:38:44,train
157,16,0,1996-08-23 22:38:44,train
157,529,0,1996-08-23 22:43:32,train
157,7,0,1996-08-23 22:51:12,train
157,289,0,1996-08-23 22:52:10,train
668,590,0,1996-08-30 15:09:07,train
668,592,0,1996-08-30 15:09:07,train
668,150,1,1996-08-30 15:09:09,train
668,588,0,1996-08-30 15:09:38,train
668,344,0,1996-08-30 15:09:39,train
668,457,1,1996-08-30 15:10:17,train
668,593,1,1996-08-30 15:10:17,train
668,595,0,1996-08-30 15:10:17,train
668,318,1,1996-08-30 15:10:42,train
668,329,0,1996-08-30 15:10:42,train
668,253,1,1996-08-30 15:11:14,train
668,356,1,1996-08-30 15:11:14,train
668,480,0,1996-08-30 15:11:44,train
477,150,1,1996-09-25 08:18:46,train
477,592,0,1996-09-25 08:18:46,train
477,296,0,1996-09-25 08:18:46,train
477,590,0,1996-09-25 08:18:46,train
477,588,1,1996-09-25 08:20:17,train
477,344,0,1996-09-25 08:20:17,train
477,349,0,1996-09-25 08:20:17,train
477,161,0,1996-09-25 08:21:34,train
477,253,0,1996-09-25 08:22:03,train
477,34,1,1996-09-25 08:22:54,train
477,300,1,1996-09-25 08:22:54,train
477,50,1,1996-09-25 08:23:18,train
477,39,1,1996-09-25 08:23:41,train
477,160,0,1996-09-25 08:24:01,train
477,553,0,1996-09-25 08:24:48,train
477,261,1,1996-09-25 08:25:56,train
477,265,0,1996-09-25 08:28:39,train
477,348,1,1996-09-25 08:37:43,train
552,150,1,1996-09-28 15:23:55,train
552,296,1,1996-09-28 15:23:55,train
552,590,1,1996-09-28 15:23:55,train
552,380,0,1996-09-28 15:23:55,train
552,592,0,1996-09-28 15:23:55,train
552,153,0,1996-09-28 15:24:21,train
552,165,0,1996-09-28 15:24:21,train
552,344,0,1996-09-28 15:24:21,train
552,349,0,1996-09-28 15:24:21,train
552,588,0,1996-09-28 15:24:21,train
552,457,1,1996-09-28 15:24:43,train
552,593,1,1996-09-28 15:24:43,train
552,595,1,1996-09-28 15:24:43,train
552,329,0,1996-09-28 15:24:43,train
552,161,1,1996-09-28 15:24:59,train
552,316,0,1996-09-28 15:25:00,train
552,208,0,1996-09-28 15:25:17,train
552,292,0,1996-09-28 15:25:17,train
552,339,0,1996-09-28 15:25:17,train
552,10,0,1996-09-28 15:25:36,train
552,364,1,1996-09-28 15:26:00,train
552,50,1,1996-09-28 15:26:59,train
552,317,0,1996-09-28 15:26:59,train
552,32,1,1996-09-28 15:27:19,train
552,160,0,1996-09-28 15:27:19,train
552,440,1,1996-09-28 15:27:40,train
552,553,0,1996-09-28 15:28:22,train
552,442,0,1996-09-28 15:28:22,train
552,44,0,1996-09-28 15:29:55,train
161,150,1,1996-09-29 03:56:11,train
161,380,0,1996-09-29 03:56:11,train
161,590,0,1996-09-29 03:56:11,train
161,592,0,1996-09-29 03:56:11,train
161,296,0,1996-09-29 03:56:11,train
161,153,0,1996-09-29 03:56:51,train
161,344,0,1996-09-29 03:56:52,train
161,349,0,1996-09-29 03:56:52,train
161,457,1,1996-09-29 03:57:27,train
161,593,1,1996-09-29 03:57:27,train
161,329,0,1996-09-29 03:57:27,train
161,318,1,1996-09-29 03:57:53,train
161,356,1,1996-09-29 03:57:53,train
161,316,0,1996-09-29 03:57:53,train
161,434,0,1996-09-29 03:57:53,train
161,292,0,1996-09-29 03:58:19,train
161,339,0,1996-09-29 03:58:19,train
161,480,0,1996-09-29 03:58:19,train
161,10,0,1996-09-29 03:58:43,train
161,208,0,1996-09-29 03:58:43,train
161,454,0,1996-09-29 03:58:43,train
83,592,0,1996-10-01 22:07:17,train
83,150,0,1996-10-01 22:07:17,train
83,590,0,1996-10-01 22:07:17,train
83,344,0,1996-10-01 22:07:44,train
83,349,0,1996-10-01 22:07:44,train
83,316,0,1996-10-01 22:08:05,train
83,457,0,1996-10-01 22:08:05,train
83,356,0,1996-10-01 22:08:26,train
83,329,0,1996-10-01 22:08:26,train
83,480,0,1996-10-01 22:08:54,train
83,185,0,1996-10-01 22:09:17,train
83,589,0,1996-10-01 22:09:31,train
83,500,0,1996-10-01 22:09:48,train
83,587,0,1996-10-01 22:10:09,train
83,597,0,1996-10-01 22:10:10,train
83,539,0,1996-10-01 22:10:24,train
83,160,0,1996-10-01 22:10:44,train
83,350,0,1996-10-01 22:11:06,train
83,252,0,1996-10-01 22:12:23,train
83,551,0,1996-10-01 22:12:45,train
83,168,0,1996-10-01 22:13:06,train
83,497,1,1996-10-01 22:14:20,train
83,370,0,1996-10-01 22:14:20,train
83,277,0,1996-10-01 22:14:56,train
83,466,0,1996-10-01 22:14:56,train
83,520,0,1996-10-01 22:15:17,train
83,7,0,1996-10-01 22:18:59,train
621,296,1,1996-10-04 18:51:02,train
621,150,0,1996-10-04 18:51:02,train
621,380,0,1996-10-04 18:51:02,train
621,592,0,1996-10-04 18:51:02,train
621,344,1,1996-10-04 18:51:32,train
621,588,1,1996-10-04 18:51:32,train
621,593,1,1996-10-04 18:52:09,train
621,316,0,1996-10-04 18:52:09,train
621,457,0,1996-10-04 18:52:09,train
621,231,0,1996-10-04 18:52:09,train
621,318,1,1996-10-04 18:52:40,train
621,434,0,1996-10-04 18:52:40,train
621,480,0,1996-10-04 18:52:40,train
621,356,0,1996-10-04 18:52:40,train
621,161,0,1996-10-04 18:53:09,train
621,292,0,1996-10-04 18:53:09,train
621,253,0,1996-10-04 18:53:33,train
621,454,0,1996-10-04 18:53:33,train
621,364,0,1996-10-04 18:53:55,train
621,589,0,1996-10-04 18:53:55,train
621,377,0,1996-10-04 18:53:55,train
621,34,1,1996-10-04 18:54:26,train
621,367,0,1996-10-04 18:54:26,train
621,410,0,1996-10-04 18:54:26,train
621,19,0,1996-10-04 18:54:52,train
621,225,0,1996-10-04 18:54:52,train
680,590,1,1996-10-13 21:40:59,train
680,592,0,1996-10-13 21:40:59,train
680,380,1,1996-10-13 21:41:00,train
680,150,0,1996-10-13 21:41:00,train
680,165,1,1996-10-13 21:42:05,train
680,588,1,1996-10-13 21:42:05,train
680,593,1,1996-10-13 21:42:05,train
680,344,0,1996-10-13 21:42:05,train
680,316,1,1996-10-13 21:43:12,train
680,457,1,1996-10-13 21:43:12,train
680,231,0,1996-10-13 21:43:12,train
680,349,0,1996-10-13 21:43:12,train
680,595,0,1996-10-13 21:43:12,train
680,292,1,1996-10-13 21:44:22,train
680,356,1,1996-10-13 21:44:22,train
680,434,1,1996-10-13 21:44:22,train
680,329,0,1996-10-13 21:44:22,train
680,480,1,1996-10-13 21:44:50,train
680,288,0,1996-10-13 21:45:19,train
680,454,0,1996-10-13 21:45:19,train
680,364,1,1996-10-13 21:45:42,train
680,367,1,1996-10-13 21:45:43,train
680,377,0,1996-10-13 21:45:43,train
680,34,0,1996-10-13 21:46:32,train
680,500,0,1996-10-13 21:46:32,train
753,150,1,1996-10-15 09:20:38,train
753,590,1,1996-10-15 09:20:38,train
753,296,0,1996-10-15 09:20:38,train
753,349,0,1996-10-15 09:21:47,train
753,318,1,1996-10-15 09:22:23,train
753,356,0,1996-10-15 09:22:23,train
753,480,0,1996-10-15 09:22:23,train
753,110,0,1996-10-15 09:23:09,train
753,292,0,1996-10-15 09:23:09,train
753,364,0,1996-10-15 09:24:03,train
753,21,1,1996-10-15 09:24:32,train
753,500,0,1996-10-15 09:24:32,train
753,586,0,1996-10-15 09:25:08,train
753,266,1,1996-10-15 09:26:54,train
753,160,0,1996-10-15 09:26:54,train
680,589,1,1996-10-17 20:04:33,train
638,590,0,1996-10-18 14:01:57,train
638,592,0,1996-10-18 14:01:57,train
638,588,0,1996-10-18 14:02:34,train
638,595,0,1996-10-18 14:03:16,train
638,356,1,1996-10-18 14:03:47,train
638,434,0,1996-10-18 14:03:47,train
638,480,0,1996-10-18 14:03:47,train
638,208,0,1996-10-18 14:04:13,train
638,454,0,1996-10-18 14:04:37,train
638,377,1,1996-10-18 14:05:08,train
638,364,0,1996-10-18 14:05:08,train
638,34,0,1996-10-18 14:05:31,train
184,457,0,1996-10-26 08:59:48,train
184,367,0,1996-10-26 09:00:58,train
184,364,0,1996-10-26 09:00:59,train
80,590,1,1996-11-06 05:46:17,train
80,150,0,1996-11-06 05:46:17,train
80,296,0,1996-11-06 05:46:17,train
80,380,0,1996-11-06 05:46:17,train
80,592,0,1996-11-06 05:46:17,train
80,344,0,1996-11-06 05:46:37,train
80,588,0,1996-11-06 05:46:37,train
80,595,1,1996-11-06 05:46:57,train
80,349,0,1996-11-06 05:46:57,train
80,318,1,1996-11-06 05:47:13,train
80,208,0,1996-11-06 05:47:26,train
80,110,1,1996-11-06 05:47:46,train
80,253,0,1996-11-06 05:47:46,train
80,300,0,1996-11-06 06:02:18,train
80,32,0,1996-11-06 06:02:56,train
80,17,1,1996-11-06 06:04:16,train
80,95,0,1996-11-06 06:04:16,train
80,1,1,1996-11-06 06:04:31,train
80,34,0,1996-11-06 06:05:12,train
80,161,0,1996-11-06 06:05:12,train
565,296,0,1996-11-07 07:44:01,train
565,592,0,1996-11-07 07:44:01,train
565,380,0,1996-11-07 07:44:01,train
565,457,1,1996-11-07 07:44:50,train
565,153,0,1996-11-07 07:44:50,train
565,356,0,1996-11-07 07:46:14,train
565,595,0,1996-11-07 07:46:14,train
565,480,0,1996-11-07 07:47:00,train
565,10,0,1996-11-07 07:51:45,train
565,364,0,1996-11-07 07:55:04,train
565,500,0,1996-11-07 07:55:04,train
565,300,0,1996-11-07 07:56:22,train
565,357,0,1996-11-07 07:59:16,train
565,736,0,1996-11-07 08:14:34,train
565,95,0,1996-11-07 08:16:42,train
565,588,0,1996-11-10 06:26:48,train
458,150,1,1996-11-23 12:40:00,train
458,296,0,1996-11-23 12:40:00,train
458,592,0,1996-11-23 12:40:00,train
458,590,0,1996-11-23 12:40:00,train
458,344,1,1996-11-23 12:40:38,train
458,457,1,1996-11-23 12:40:38,train
458,588,0,1996-11-23 12:40:38,train
458,595,1,1996-11-23 12:41:02,train
458,356,0,1996-11-23 12:41:02,train
458,318,1,1996-11-23 12:41:30,train
458,434,1,1996-11-23 12:41:30,train
458,480,1,1996-11-23 12:41:30,train
458,110,1,1996-11-23 12:41:47,train
458,185,1,1996-11-23 12:41:47,train
458,454,0,1996-11-23 12:42:13,train
458,589,0,1996-11-23 12:42:13,train
458,364,0,1996-11-23 12:42:42,train
458,367,0,1996-11-23 12:42:42,train
458,500,0,1996-11-23 12:42:42,train
458,300,0,1996-11-23 12:43:04,train
458,587,1,1996-11-23 12:43:05,train
458,539,1,1996-11-23 12:43:37,train
458,357,0,1996-11-23 12:44:30,train
458,350,1,1996-11-23 12:44:48,train
458,440,1,1996-11-23 12:44:48,train
458,474,1,1996-11-23 12:45:29,train
458,553,1,1996-11-23 12:45:46,train
458,508,0,1996-11-23 12:45:46,train
458,594,1,1996-11-23 12:49:39,train
458,22,0,1996-11-23 12:50:26,train
680,780,1,1996-11-30 13:37:52,train
608,141,0,1996-12-27 17:19:40,train
608,780,0,1996-12-27 17:19:40,train
608,6,1,1996-12-27 17:20:21,train
608,608,0,1996-12-27 17:20:21,train
608,762,0,1996-12-27 17:21:22,train
608,380,0,1996-12-27 17:27:08,train
608,344,1,1996-12-27 17:27:09,train
608,356,1,1996-12-27 17:27:09,train
608,589,0,1996-12-27 17:27:10,train
608,318,1,1996-12-27 17:27:11,train
608,457,1,1996-12-27 17:27:34,train
608,527,1,1996-12-27 17:27:56,train
608,216,0,1996-12-27 17:29:12,train
608,110,1,1996-12-27 17:33:47,train
608,593,1,1997-01-01 11:19:32,train
608,50,1,1997-01-01 11:20:05,train
608,349,0,1997-01-01 11:21:01,train
608,377,0,1997-01-01 11:21:02,train
608,434,0,1997-01-01 11:21:02,train
608,480,0,1997-01-01 11:21:02,train
608,62,0,1997-01-01 11:21:39,train
608,736,0,1997-01-01 11:21:39,train
608,16,0,1997-01-01 11:21:40,train
608,95,0,1997-01-01 11:22:24,train
680,586,1,1997-01-05 17:48:19,train
10,17,1,1997-01-06 21:43:08,train
10,32,1,1997-01-06 21:43:08,train
10,36,1,1997-01-06 21:44:25,train
10,6,0,1997-01-06 21:44:25,train
625,1,1,1997-01-28 14:22:05,train
625,17,1,1997-01-28 14:22:05,train
625,95,0,1997-01-28 14:22:05,train
625,736,0,1997-01-28 14:22:05,train
625,25,1,1997-01-28 14:22:06,train
625,36,1,1997-01-28 14:26:47,train
625,58,1,1997-01-28 14:26:47,train
625,14,0,1997-01-28 14:27:47,train
625,708,0,1997-01-28 14:27:47,train
625,52,0,1997-01-28 14:27:47,train
625,613,0,1997-01-28 14:27:47,train
625,43,0,1997-01-28 14:30:52,train
625,661,0,1997-01-28 14:31:53,train
625,660,0,1997-01-28 14:51:33,train
157,596,0,1997-02-02 16:23:38,train
735,95,0,1997-02-17 14:39:21,train
735,141,0,1997-02-17 14:39:21,train
735,736,0,1997-02-17 14:39:21,train
735,780,0,1997-02-17 14:39:21,train
735,648,0,1997-02-17 14:39:21,train
735,733,1,1997-02-17 14:39:47,train
735,1073,1,1997-02-17 14:39:47,train
735,494,0,1997-02-17 14:39:47,train
735,653,0,1997-02-17 14:40:00,train
735,79,1,1997-02-17 14:40:16,train
735,832,1,1997-02-17 14:40:36,train
735,640,0,1997-02-17 14:41:56,train
10,1,1,1997-02-21 23:37:19,train
10,153,1,1997-02-21 23:39:31,train
10,318,1,1997-02-21 23:39:31,train
10,316,0,1997-02-21 23:40:30,train
10,50,1,1997-02-21 23:41:19,train
10,592,1,1997-02-21 23:42:15,train
10,272,1,1997-02-21 23:43:09,train
10,235,0,1997-02-21 23:43:09,train
10,265,1,1997-02-21 23:44:35,train
10,344,1,1997-03-02 23:45:04,train
10,150,1,1997-03-02 23:45:05,train
10,111,0,1997-03-02 23:45:05,train
10,281,1,1997-03-02 23:46:59,train
10,144,0,1997-03-02 23:48:37,train
184,590,0,1997-03-05 11:36:30,train
184,595,0,1997-03-05 11:37:02,train
184,410,0,1997-03-05 11:39:15,train
837,32,0,1997-03-08 14:00:36,train
837,608,0,1997-03-08 14:01:37,train
837,708,1,1997-03-08 14:02:44,train
837,260,0,1997-03-08 14:02:44,train
837,52,0,1997-03-08 14:02:44,train
837,85,1,1997-03-08 14:09:04,train
837,43,0,1997-03-08 14:09:04,train
837,194,0,1997-03-08 14:38:11,train
837,144,1,1997-03-08 14:43:04,train
837,150,0,1997-03-08 14:53:19,train
837,592,0,1997-03-08 15:03:18,train
837,39,1,1997-03-10 10:37:25,train
837,300,0,1997-03-10 10:58:31,train
10,154,0,1997-03-15 16:10:47,train
45,736,1,1997-03-23 18:01:51,train
45,141,0,1997-03-23 18:01:51,train
45,32,0,1997-03-23 18:01:51,train
45,95,0,1997-03-23 18:01:51,train
45,780,0,1997-03-23 18:01:51,train
45,3,1,1997-03-23 18:02:37,train
45,36,1,1997-03-23 18:02:37,train
45,494,0,1997-03-23 18:02:37,train
45,5,0,1997-03-23 18:02:37,train
45,7,0,1997-03-23 18:02:37,train
45,104,0,1997-03-23 18:04:03,train
45,708,0,1997-03-23 18:04:03,train
45,79,1,1997-03-23 18:05:27,train
45,135,0,1997-03-23 18:05:27,train
184,296,0,1997-03-24 05:38:10,train
184,253,0,1997-03-24 05:39:25,train
184,356,0,1997-03-24 05:39:25,train
184,588,0,1997-03-24 05:39:25,train
184,153,0,1997-03-24 05:41:03,train
184,344,0,1997-03-24 05:41:03,train
96,150,1,1997-03-25 18:38:34,train
96,457,1,1997-03-25 18:38:34,train
96,593,1,1997-03-25 18:38:34,train
96,161,0,1997-03-25 18:39:54,train
96,292,1,1997-03-25 18:41:04,train
96,253,0,1997-03-25 18:41:47,train
96,592,0,1997-03-25 18:42:28,train
96,590,1,1997-03-25 18:42:45,train
96,165,0,1997-03-25 18:43:04,train
96,434,0,1997-03-25 18:44:10,train
96,153,1,1997-03-25 18:47:59,train
433,736,1,1997-04-01 19:12:10,train
